dimension_set,query,strategy,threshold_bytes,threshold_label,run,status,elapsed_s,setup_s,groups,total,bhj,smj,shuffle,bcast_ex,exchanges,bcast_ms,bcast_bytes,plan_file
dim300mb,q4,joinless,-1,pattern,5,ok,36.73,24.64,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-joinless-pattern-r5.txt
dim300mb,q4,auto,10485760,default-10MiB,5,ok,46.96,,200,3000078095504.6,1,1,4,1,5,345,1069024,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-default-10MiB-r5.txt
dim300mb,q4,auto,2512573,admits-3:date+supplier+part,5,ok,46.49,,200,3000078095504.6,1,1,4,1,5,338,1069024,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-admits-3:date+supplier+part-r5.txt
dim300mb,q4,auto,200304759,admits-4:date+supplier+part+customer,5,ok,47.38,,200,3000078095504.6,2,0,2,2,4,26411,4907427080,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-admits-4:date+supplier+part+customer-r5.txt
dim300mb,q4,auto,1602438064,above-all-8x,5,ok,48.04,,200,3000078095504.6,2,0,2,2,4,27512,4907427080,/home/athenas/JPP/JPP/results/plans/dim300mb/q4-auto-above-all-8x-r5.txt
dim600mb,q1,joinless,-1,pattern,1,ok,60.48,45.16,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q1-joinless-pattern-r1.txt
dim600mb,q1,auto,10485760,default-10MiB,1,ok,60.13,,200,3000078095504.6,3,1,4,3,7,2137,89366496,/home/athenas/JPP/JPP/results/plans/dim600mb/q1-auto-default-10MiB-r1.txt
dim600mb,q1,auto,2512573,admits-3:date+supplier+part,1,ok,61.28,,200,3000078095504.6,3,1,4,3,7,2074,89366496,/home/athenas/JPP/JPP/results/plans/dim600mb/q1-auto-admits-3:date+supplier+part-r1.txt
dim600mb,q1,auto,400597721,admits-4:date+supplier+part+customer,1,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q1,auto,3204781760,above-all-8x,1,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q2,joinless,-1,pattern,1,ok,75.34,62.34,40,120015240211.4,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-joinless-pattern-r1.txt
dim600mb,q2,auto,10485760,default-10MiB,1,ok,22.34,,40,120015240211.4,3,1,4,3,7,2041,82026432,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-default-10MiB-r1.txt
dim600mb,q2,auto,2512573,admits-3:date+supplier+part,1,ok,22.29,,40,120015240211.4,3,1,4,3,7,2463,82026432,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-admits-3:date+supplier+part-r1.txt
dim600mb,q2,auto,400597721,admits-4:date+supplier+part+customer,1,ok,27.08,,40,120015240211.4,4,0,2,4,6,20336,3303251904,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-admits-4:date+supplier+part+customer-r1.txt
dim600mb,q2,auto,3204781760,above-all-8x,1,ok,26.03,,40,120015240211.4,4,0,2,4,6,14808,3303251904,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-above-all-8x-r1.txt
dim600mb,q3,joinless,-1,pattern,1,ok,61.49,46.13,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q3-joinless-pattern-r1.txt
dim600mb,q3,auto,10485760,default-10MiB,1,ok,40.78,,400,1199919067064.6,3,1,4,3,7,2488,55812040,/home/athenas/JPP/JPP/results/plans/dim600mb/q3-auto-default-10MiB-r1.txt
dim600mb,q3,auto,2512573,admits-3:date+supplier+part,1,ok,53.72,,400,1199919067064.6,2,2,6,2,8,1023,11057632,/home/athenas/JPP/JPP/results/plans/dim600mb/q3-auto-admits-3:date+supplier+part-r1.txt
dim600mb,q3,auto,400597721,admits-4:date+supplier+part+customer,1,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q3,auto,3204781760,above-all-8x,1,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q4,joinless,-1,pattern,1,ok,55.60,43.34,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q4-joinless-pattern-r1.txt
dim600mb,q4,auto,10485760,default-10MiB,1,ok,48.33,,200,3000078095504.6,1,1,4,1,5,325,1069024,/home/athenas/JPP/JPP/results/plans/dim600mb/q4-auto-default-10MiB-r1.txt
dim600mb,q4,auto,2512573,admits-3:date+supplier+part,1,ok,49.73,,200,3000078095504.6,1,1,4,1,5,364,1069024,/home/athenas/JPP/JPP/results/plans/dim600mb/q4-auto-admits-3:date+supplier+part-r1.txt
dim600mb,q4,auto,400597721,admits-4:date+supplier+part+customer,1,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q4,auto,3204781760,above-all-8x,1,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q1,joinless,-1,pattern,2,ok,59.05,43.93,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q1-joinless-pattern-r2.txt
dim600mb,q1,auto,10485760,default-10MiB,2,ok,61.01,,200,3000078095504.6,3,1,4,3,7,2145,89366496,/home/athenas/JPP/JPP/results/plans/dim600mb/q1-auto-default-10MiB-r2.txt
dim600mb,q1,auto,2512573,admits-3:date+supplier+part,2,ok,64.19,,200,3000078095504.6,3,1,4,3,7,2043,89366496,/home/athenas/JPP/JPP/results/plans/dim600mb/q1-auto-admits-3:date+supplier+part-r2.txt
dim600mb,q1,auto,400597721,admits-4:date+supplier+part+customer,2,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q1,auto,3204781760,above-all-8x,2,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q2,joinless,-1,pattern,2,ok,75.03,61.33,40,120015240211.4,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-joinless-pattern-r2.txt
dim600mb,q2,auto,10485760,default-10MiB,2,ok,23.96,,40,120015240211.4,3,1,4,3,7,2189,82026432,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-default-10MiB-r2.txt
dim600mb,q2,auto,2512573,admits-3:date+supplier+part,2,ok,22.82,,40,120015240211.4,3,1,4,3,7,2599,82026432,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-admits-3:date+supplier+part-r2.txt
dim600mb,q2,auto,400597721,admits-4:date+supplier+part+customer,2,ok,28.97,,40,120015240211.4,4,0,2,4,6,18816,3303251904,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-admits-4:date+supplier+part+customer-r2.txt
dim600mb,q2,auto,3204781760,above-all-8x,2,ok,28.09,,40,120015240211.4,4,0,2,4,6,15609,3303251904,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-above-all-8x-r2.txt
dim600mb,q3,joinless,-1,pattern,2,ok,64.09,45.60,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q3-joinless-pattern-r2.txt
dim600mb,q3,auto,10485760,default-10MiB,2,ok,44.51,,400,1199919067064.6,3,1,4,3,7,2509,55812040,/home/athenas/JPP/JPP/results/plans/dim600mb/q3-auto-default-10MiB-r2.txt
dim600mb,q3,auto,2512573,admits-3:date+supplier+part,2,ok,55.49,,400,1199919067064.6,2,2,6,2,8,1167,11057632,/home/athenas/JPP/JPP/results/plans/dim600mb/q3-auto-admits-3:date+supplier+part-r2.txt
dim600mb,q3,auto,400597721,admits-4:date+supplier+part+customer,2,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q3,auto,3204781760,above-all-8x,2,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q4,joinless,-1,pattern,2,ok,57.08,43.38,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q4-joinless-pattern-r2.txt
dim600mb,q4,auto,10485760,default-10MiB,2,ok,50.74,,200,3000078095504.6,1,1,4,1,5,342,1069024,/home/athenas/JPP/JPP/results/plans/dim600mb/q4-auto-default-10MiB-r2.txt
dim600mb,q4,auto,2512573,admits-3:date+supplier+part,2,ok,51.78,,200,3000078095504.6,1,1,4,1,5,377,1069024,/home/athenas/JPP/JPP/results/plans/dim600mb/q4-auto-admits-3:date+supplier+part-r2.txt
dim600mb,q4,auto,400597721,admits-4:date+supplier+part+customer,2,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q4,auto,3204781760,above-all-8x,2,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q1,joinless,-1,pattern,3,ok,58.18,42.22,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q1-joinless-pattern-r3.txt
dim600mb,q1,auto,10485760,default-10MiB,3,ok,63.89,,200,3000078095504.6,3,1,4,3,7,2208,89366496,/home/athenas/JPP/JPP/results/plans/dim600mb/q1-auto-default-10MiB-r3.txt
dim600mb,q1,auto,2512573,admits-3:date+supplier+part,3,ok,67.12,,200,3000078095504.6,3,1,4,3,7,1918,89366496,/home/athenas/JPP/JPP/results/plans/dim600mb/q1-auto-admits-3:date+supplier+part-r3.txt
dim600mb,q1,auto,400597721,admits-4:date+supplier+part+customer,3,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q1,auto,3204781760,above-all-8x,3,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q2,joinless,-1,pattern,3,ok,76.29,62.93,40,120015240211.4,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-joinless-pattern-r3.txt
dim600mb,q2,auto,10485760,default-10MiB,3,ok,23.67,,40,120015240211.4,3,1,4,3,7,2940,82026432,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-default-10MiB-r3.txt
dim600mb,q2,auto,2512573,admits-3:date+supplier+part,3,ok,23.63,,40,120015240211.4,3,1,4,3,7,2349,82026432,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-admits-3:date+supplier+part-r3.txt
dim600mb,q2,auto,400597721,admits-4:date+supplier+part+customer,3,ok,28.00,,40,120015240211.4,4,0,2,4,6,16534,3303251904,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-admits-4:date+supplier+part+customer-r3.txt
dim600mb,q2,auto,3204781760,above-all-8x,3,ok,29.48,,40,120015240211.4,4,0,2,4,6,16436,3303251904,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-above-all-8x-r3.txt
dim600mb,q3,joinless,-1,pattern,3,ok,63.14,47.42,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q3-joinless-pattern-r3.txt
dim600mb,q3,auto,10485760,default-10MiB,3,ok,42.47,,400,1199919067064.6,3,1,4,3,7,2633,55812040,/home/athenas/JPP/JPP/results/plans/dim600mb/q3-auto-default-10MiB-r3.txt
dim600mb,q3,auto,2512573,admits-3:date+supplier+part,3,ok,54.22,,400,1199919067064.6,2,2,6,2,8,1901,11057632,/home/athenas/JPP/JPP/results/plans/dim600mb/q3-auto-admits-3:date+supplier+part-r3.txt
dim600mb,q3,auto,400597721,admits-4:date+supplier+part+customer,3,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q3,auto,3204781760,above-all-8x,3,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q4,joinless,-1,pattern,3,ok,57.55,44.42,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q4-joinless-pattern-r3.txt
dim600mb,q4,auto,10485760,default-10MiB,3,ok,51.34,,200,3000078095504.6,1,1,4,1,5,363,1069024,/home/athenas/JPP/JPP/results/plans/dim600mb/q4-auto-default-10MiB-r3.txt
dim600mb,q4,auto,2512573,admits-3:date+supplier+part,3,ok,52.41,,200,3000078095504.6,1,1,4,1,5,346,1069024,/home/athenas/JPP/JPP/results/plans/dim600mb/q4-auto-admits-3:date+supplier+part-r3.txt
dim600mb,q4,auto,400597721,admits-4:date+supplier+part+customer,3,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q4,auto,3204781760,above-all-8x,3,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q1,joinless,-1,pattern,4,ok,57.11,41.14,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q1-joinless-pattern-r4.txt
dim600mb,q1,auto,10485760,default-10MiB,4,ok,66.42,,200,3000078095504.6,3,1,4,3,7,2388,89366496,/home/athenas/JPP/JPP/results/plans/dim600mb/q1-auto-default-10MiB-r4.txt
dim600mb,q1,auto,2512573,admits-3:date+supplier+part,4,ok,62.89,,200,3000078095504.6,3,1,4,3,7,2013,89366496,/home/athenas/JPP/JPP/results/plans/dim600mb/q1-auto-admits-3:date+supplier+part-r4.txt
dim600mb,q1,auto,400597721,admits-4:date+supplier+part+customer,4,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q1,auto,3204781760,above-all-8x,4,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q2,joinless,-1,pattern,4,ok,75.09,61.88,40,120015240211.4,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-joinless-pattern-r4.txt
dim600mb,q2,auto,10485760,default-10MiB,4,ok,22.81,,40,120015240211.4,3,1,4,3,7,2482,82026432,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-default-10MiB-r4.txt
dim600mb,q2,auto,2512573,admits-3:date+supplier+part,4,ok,23.34,,40,120015240211.4,3,1,4,3,7,3251,82026432,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-admits-3:date+supplier+part-r4.txt
dim600mb,q2,auto,400597721,admits-4:date+supplier+part+customer,4,ok,27.33,,40,120015240211.4,4,0,2,4,6,16947,3303251904,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-admits-4:date+supplier+part+customer-r4.txt
dim600mb,q2,auto,3204781760,above-all-8x,4,ok,28.45,,40,120015240211.4,4,0,2,4,6,21308,3303251904,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-above-all-8x-r4.txt
dim600mb,q3,joinless,-1,pattern,4,ok,61.04,44.51,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q3-joinless-pattern-r4.txt
dim600mb,q3,auto,10485760,default-10MiB,4,ok,41.95,,400,1199919067064.6,3,1,4,3,7,2579,55812040,/home/athenas/JPP/JPP/results/plans/dim600mb/q3-auto-default-10MiB-r4.txt
dim600mb,q3,auto,2512573,admits-3:date+supplier+part,4,ok,54.63,,400,1199919067064.6,2,2,6,2,8,1718,11057632,/home/athenas/JPP/JPP/results/plans/dim600mb/q3-auto-admits-3:date+supplier+part-r4.txt
dim600mb,q3,auto,400597721,admits-4:date+supplier+part+customer,4,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q3,auto,3204781760,above-all-8x,4,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q4,joinless,-1,pattern,4,ok,53.99,41.07,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q4-joinless-pattern-r4.txt
dim600mb,q4,auto,10485760,default-10MiB,4,ok,51.11,,200,3000078095504.6,1,1,4,1,5,330,1069024,/home/athenas/JPP/JPP/results/plans/dim600mb/q4-auto-default-10MiB-r4.txt
dim600mb,q4,auto,2512573,admits-3:date+supplier+part,4,ok,49.52,,200,3000078095504.6,1,1,4,1,5,365,1069024,/home/athenas/JPP/JPP/results/plans/dim600mb/q4-auto-admits-3:date+supplier+part-r4.txt
dim600mb,q4,auto,400597721,admits-4:date+supplier+part+customer,4,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q4,auto,3204781760,above-all-8x,4,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q1,joinless,-1,pattern,5,ok,58.90,43.53,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q1-joinless-pattern-r5.txt
dim600mb,q1,auto,10485760,default-10MiB,5,ok,61.27,,200,3000078095504.6,3,1,4,3,7,2110,89366496,/home/athenas/JPP/JPP/results/plans/dim600mb/q1-auto-default-10MiB-r5.txt
dim600mb,q1,auto,2512573,admits-3:date+supplier+part,5,ok,62.21,,200,3000078095504.6,3,1,4,3,7,2001,89366496,/home/athenas/JPP/JPP/results/plans/dim600mb/q1-auto-admits-3:date+supplier+part-r5.txt
dim600mb,q1,auto,400597721,admits-4:date+supplier+part+customer,5,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q1,auto,3204781760,above-all-8x,5,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q2,joinless,-1,pattern,5,ok,74.94,61.57,40,120015240211.4,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-joinless-pattern-r5.txt
dim600mb,q2,auto,10485760,default-10MiB,5,ok,22.33,,40,120015240211.4,3,1,4,3,7,2281,82026432,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-default-10MiB-r5.txt
dim600mb,q2,auto,2512573,admits-3:date+supplier+part,5,ok,22.33,,40,120015240211.4,3,1,4,3,7,2219,82026432,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-admits-3:date+supplier+part-r5.txt
dim600mb,q2,auto,400597721,admits-4:date+supplier+part+customer,5,ok,27.48,,40,120015240211.4,4,0,2,4,6,14891,3303251904,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-admits-4:date+supplier+part+customer-r5.txt
dim600mb,q2,auto,3204781760,above-all-8x,5,ok,27.79,,40,120015240211.4,4,0,2,4,6,17486,3303251904,/home/athenas/JPP/JPP/results/plans/dim600mb/q2-auto-above-all-8x-r5.txt
dim600mb,q3,joinless,-1,pattern,5,ok,58.72,43.51,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q3-joinless-pattern-r5.txt
dim600mb,q3,auto,10485760,default-10MiB,5,ok,39.91,,400,1199919067064.6,3,1,4,3,7,2155,55812040,/home/athenas/JPP/JPP/results/plans/dim600mb/q3-auto-default-10MiB-r5.txt
dim600mb,q3,auto,2512573,admits-3:date+supplier+part,5,ok,54.59,,400,1199919067064.6,2,2,6,2,8,1958,11057632,/home/athenas/JPP/JPP/results/plans/dim600mb/q3-auto-admits-3:date+supplier+part-r5.txt
dim600mb,q3,auto,400597721,admits-4:date+supplier+part+customer,5,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q3,auto,3204781760,above-all-8x,5,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q4,joinless,-1,pattern,5,ok,53.98,41.43,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim600mb/q4-joinless-pattern-r5.txt
dim600mb,q4,auto,10485760,default-10MiB,5,ok,49.58,,200,3000078095504.6,1,1,4,1,5,288,1069024,/home/athenas/JPP/JPP/results/plans/dim600mb/q4-auto-default-10MiB-r5.txt
dim600mb,q4,auto,2512573,admits-3:date+supplier+part,5,ok,51.72,,200,3000078095504.6,1,1,4,1,5,385,1069024,/home/athenas/JPP/JPP/results/plans/dim600mb/q4-auto-admits-3:date+supplier+part-r5.txt
dim600mb,q4,auto,400597721,admits-4:date+supplier+part+customer,5,fail:maxResultSize,,,,,,,,,,,,
dim600mb,q4,auto,3204781760,above-all-8x,5,fail:maxResultSize,,,,,,,,,,,,
