dimension_set,query,strategy,threshold_bytes,threshold_label,run,status,elapsed_s,setup_s,groups,total,bhj,smj,shuffle,bcast_ex,exchanges,bcast_ms,bcast_bytes,plan_file
dim100mb,q4,auto,22821,admits-1:date,3,ok,47.67,,200,3000078095504.6,1,1,4,1,5,354,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-1:date-r3.txt
dim100mb,q4,auto,363779,admits-2:date+supplier,3,ok,46.09,,200,3000078095504.6,1,1,4,1,5,325,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-2:date+supplier-r3.txt
dim100mb,q4,auto,2512573,admits-3:date+supplier+part,3,ok,47.61,,200,3000078095504.6,1,1,4,1,5,339,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-3:date+supplier+part-r3.txt
dim100mb,q4,auto,66777535,admits-4:date+supplier+part+customer,3,ok,30.81,,200,3000078095504.6,2,0,2,2,4,9714,1278607768,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-4:date+supplier+part+customer-r3.txt
dim100mb,q4,auto,534220272,above-all-8x,3,ok,31.58,,200,3000078095504.6,2,0,2,2,4,10198,1278607768,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-above-all-8x-r3.txt
dim100mb,q3,joinless,-1,pattern,4,ok,28.28,10.81,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-joinless-pattern-r4.txt
dim100mb,q3,auto,10485760,default-10MiB,4,ok,37.13,,400,1199919067064.6,3,1,4,3,7,2183,55812040,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-default-10MiB-r4.txt
dim100mb,q3,auto,22821,admits-1:date,4,ok,66.20,,400,1199919067064.6,1,3,8,1,9,805,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-1:date-r4.txt
dim100mb,q3,auto,363779,admits-2:date+supplier,4,ok,49.54,,400,1199919067064.6,2,2,6,2,8,1204,11057632,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-2:date+supplier-r4.txt
dim100mb,q3,auto,2512573,admits-3:date+supplier+part,4,ok,49.09,,400,1199919067064.6,2,2,6,2,8,1030,11057632,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-3:date+supplier+part-r4.txt
dim100mb,q3,auto,66777535,admits-4:date+supplier+part+customer,4,ok,30.74,,400,1199919067064.6,4,0,2,4,6,12873,1333350784,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-4:date+supplier+part+customer-r4.txt
dim100mb,q3,auto,534220272,above-all-8x,4,ok,31.43,,400,1199919067064.6,4,0,2,4,6,14051,1333350784,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-above-all-8x-r4.txt
dim100mb,q4,joinless,-1,pattern,4,ok,24.01,10.27,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-joinless-pattern-r4.txt
dim100mb,q4,auto,10485760,default-10MiB,4,ok,47.18,,200,3000078095504.6,1,1,4,1,5,318,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-default-10MiB-r4.txt
dim100mb,q4,auto,22821,admits-1:date,4,ok,45.94,,200,3000078095504.6,1,1,4,1,5,321,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-1:date-r4.txt
dim100mb,q4,auto,363779,admits-2:date+supplier,4,ok,47.98,,200,3000078095504.6,1,1,4,1,5,327,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-2:date+supplier-r4.txt
dim100mb,q4,auto,2512573,admits-3:date+supplier+part,4,ok,47.22,,200,3000078095504.6,1,1,4,1,5,337,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-3:date+supplier+part-r4.txt
dim100mb,q4,auto,66777535,admits-4:date+supplier+part+customer,4,ok,30.62,,200,3000078095504.6,2,0,2,2,4,9760,1278607768,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-4:date+supplier+part+customer-r4.txt
dim100mb,q4,auto,534220272,above-all-8x,4,ok,30.93,,200,3000078095504.6,2,0,2,2,4,10592,1278607768,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-above-all-8x-r4.txt
dim100mb,q3,joinless,-1,pattern,5,ok,25.49,9.05,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-joinless-pattern-r5.txt
dim100mb,q3,auto,10485760,default-10MiB,5,ok,37.59,,400,1199919067064.6,3,1,4,3,7,2428,55812040,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-default-10MiB-r5.txt
dim100mb,q3,auto,22821,admits-1:date,5,ok,63.92,,400,1199919067064.6,1,3,8,1,9,390,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-1:date-r5.txt
dim100mb,q3,auto,363779,admits-2:date+supplier,5,ok,51.02,,400,1199919067064.6,2,2,6,2,8,1800,11057632,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-2:date+supplier-r5.txt
dim100mb,q3,auto,2512573,admits-3:date+supplier+part,5,ok,47.90,,400,1199919067064.6,2,2,6,2,8,1062,11057632,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-3:date+supplier+part-r5.txt
dim100mb,q3,auto,66777535,admits-4:date+supplier+part+customer,5,ok,28.73,,400,1199919067064.6,4,0,2,4,6,13231,1333350784,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-admits-4:date+supplier+part+customer-r5.txt
dim100mb,q3,auto,534220272,above-all-8x,5,ok,29.99,,400,1199919067064.6,4,0,2,4,6,15117,1333350784,/home/athenas/JPP/JPP/results/plans/dim100mb/q3-auto-above-all-8x-r5.txt
dim100mb,q4,joinless,-1,pattern,5,ok,23.20,9.69,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-joinless-pattern-r5.txt
dim100mb,q4,auto,10485760,default-10MiB,5,ok,46.73,,200,3000078095504.6,1,1,4,1,5,322,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-default-10MiB-r5.txt
dim100mb,q4,auto,22821,admits-1:date,5,ok,48.64,,200,3000078095504.6,1,1,4,1,5,353,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-1:date-r5.txt
dim100mb,q4,auto,363779,admits-2:date+supplier,5,ok,46.30,,200,3000078095504.6,1,1,4,1,5,379,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-2:date+supplier-r5.txt
dim100mb,q4,auto,2512573,admits-3:date+supplier+part,5,ok,45.92,,200,3000078095504.6,1,1,4,1,5,302,1069024,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-3:date+supplier+part-r5.txt
dim100mb,q4,auto,66777535,admits-4:date+supplier+part+customer,5,ok,31.83,,200,3000078095504.6,2,0,2,2,4,9922,1278607768,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-admits-4:date+supplier+part+customer-r5.txt
dim100mb,q4,auto,534220272,above-all-8x,5,ok,31.64,,200,3000078095504.6,2,0,2,2,4,10306,1278607768,/home/athenas/JPP/JPP/results/plans/dim100mb/q4-auto-above-all-8x-r5.txt
dim1000mb,q2,joinless,-1,pattern,1,ok,111.39,97.18,40,120015240211.4,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-joinless-pattern-r1.txt
dim1000mb,q2,auto,10485760,default-10MiB,1,ok,24.63,,40,120015240211.4,3,1,4,3,7,2175,82026432,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-default-10MiB-r1.txt
dim1000mb,q2,auto,22821,admits-1:date,1,ok,29.86,,40,120015240211.4,1,3,8,1,9,438,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-1:date-r1.txt
dim1000mb,q2,auto,363779,admits-2:date+supplier,1,ok,26.38,,40,120015240211.4,2,2,6,2,8,1554,3717568,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-2:date+supplier-r1.txt
dim1000mb,q2,auto,2512573,admits-3:date+supplier+part,1,ok,25.07,,40,120015240211.4,3,1,4,3,7,3262,82026432,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-3:date+supplier+part-r1.txt
dim1000mb,q2,auto,667655909,admits-4:date+supplier+part+customer,1,ok,31.37,,40,120015240211.4,4,0,2,4,6,27532,4267479248,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-4:date+supplier+part+customer-r1.txt
dim1000mb,q2,auto,5341247264,above-all-8x,1,ok,30.05,,40,120015240211.4,4,0,2,4,6,22972,4267479248,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-above-all-8x-r1.txt
dim1000mb,q2,joinless,-1,pattern,2,ok,111.25,98.00,40,120015240211.4,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-joinless-pattern-r2.txt
dim1000mb,q2,auto,10485760,default-10MiB,2,ok,23.77,,40,120015240211.4,3,1,4,3,7,2357,82026432,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-default-10MiB-r2.txt
dim1000mb,q2,auto,22821,admits-1:date,2,ok,30.93,,40,120015240211.4,1,3,8,1,9,434,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-1:date-r2.txt
dim1000mb,q2,auto,363779,admits-2:date+supplier,2,ok,26.74,,40,120015240211.4,2,2,6,2,8,1043,3717568,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-2:date+supplier-r2.txt
dim1000mb,q2,auto,2512573,admits-3:date+supplier+part,2,ok,24.78,,40,120015240211.4,3,1,4,3,7,2213,82026432,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-3:date+supplier+part-r2.txt
dim1000mb,q2,auto,667655909,admits-4:date+supplier+part+customer,2,ok,29.74,,40,120015240211.4,4,0,2,4,6,27338,4267479248,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-4:date+supplier+part+customer-r2.txt
dim1000mb,q2,auto,5341247264,above-all-8x,2,ok,28.39,,40,120015240211.4,4,0,2,4,6,20172,4267479248,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-above-all-8x-r2.txt
dim1000mb,q2,joinless,-1,pattern,3,ok,109.37,95.46,40,120015240211.4,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-joinless-pattern-r3.txt
dim1000mb,q2,auto,10485760,default-10MiB,3,ok,25.27,,40,120015240211.4,3,1,4,3,7,2435,82026432,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-default-10MiB-r3.txt
dim1000mb,q2,auto,22821,admits-1:date,3,ok,29.70,,40,120015240211.4,1,3,8,1,9,672,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-1:date-r3.txt
dim1000mb,q2,auto,363779,admits-2:date+supplier,3,ok,27.07,,40,120015240211.4,2,2,6,2,8,1483,3717568,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-2:date+supplier-r3.txt
dim1000mb,q2,auto,2512573,admits-3:date+supplier+part,3,ok,25.49,,40,120015240211.4,3,1,4,3,7,3013,82026432,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-3:date+supplier+part-r3.txt
dim1000mb,q2,auto,667655909,admits-4:date+supplier+part+customer,3,ok,31.31,,40,120015240211.4,4,0,2,4,6,26467,4267479248,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-4:date+supplier+part+customer-r3.txt
dim1000mb,q2,auto,5341247264,above-all-8x,3,ok,29.54,,40,120015240211.4,4,0,2,4,6,25860,4267479248,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-above-all-8x-r3.txt
dim1000mb,q2,joinless,-1,pattern,4,ok,106.36,92.58,40,120015240211.4,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-joinless-pattern-r4.txt
dim1000mb,q2,auto,10485760,default-10MiB,4,ok,25.10,,40,120015240211.4,3,1,4,3,7,2323,82026432,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-default-10MiB-r4.txt
dim1000mb,q2,auto,22821,admits-1:date,4,ok,30.00,,40,120015240211.4,1,3,8,1,9,388,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-1:date-r4.txt
dim1000mb,q2,auto,363779,admits-2:date+supplier,4,ok,26.52,,40,120015240211.4,2,2,6,2,8,924,3717568,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-2:date+supplier-r4.txt
dim1000mb,q2,auto,2512573,admits-3:date+supplier+part,4,ok,24.47,,40,120015240211.4,3,1,4,3,7,2745,82026432,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-3:date+supplier+part-r4.txt
dim1000mb,q2,auto,667655909,admits-4:date+supplier+part+customer,4,ok,32.09,,40,120015240211.4,4,0,2,4,6,26498,4267479248,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-4:date+supplier+part+customer-r4.txt
dim1000mb,q2,auto,5341247264,above-all-8x,4,ok,31.68,,40,120015240211.4,4,0,2,4,6,26547,4267479248,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-above-all-8x-r4.txt
dim1000mb,q2,joinless,-1,pattern,5,ok,107.80,93.76,40,120015240211.4,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-joinless-pattern-r5.txt
dim1000mb,q2,auto,10485760,default-10MiB,5,ok,25.02,,40,120015240211.4,3,1,4,3,7,2786,82026432,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-default-10MiB-r5.txt
dim1000mb,q2,auto,22821,admits-1:date,5,ok,30.03,,40,120015240211.4,1,3,8,1,9,801,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-1:date-r5.txt
dim1000mb,q2,auto,363779,admits-2:date+supplier,5,ok,26.60,,40,120015240211.4,2,2,6,2,8,914,3717568,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-2:date+supplier-r5.txt
dim1000mb,q2,auto,2512573,admits-3:date+supplier+part,5,ok,25.27,,40,120015240211.4,3,1,4,3,7,3201,82026432,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-3:date+supplier+part-r5.txt
dim1000mb,q2,auto,667655909,admits-4:date+supplier+part+customer,5,ok,30.96,,40,120015240211.4,4,0,2,4,6,24875,4267479248,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-admits-4:date+supplier+part+customer-r5.txt
dim1000mb,q2,auto,5341247264,above-all-8x,5,ok,32.02,,40,120015240211.4,4,0,2,4,6,30579,4267479248,/home/athenas/JPP/JPP/results/plans/dim1000mb/q2-auto-above-all-8x-r5.txt
dim1000mb,q3,joinless,-1,pattern,1,ok,89.86,73.64,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-joinless-pattern-r1.txt
dim1000mb,q3,auto,10485760,default-10MiB,1,ok,48.44,,400,1199919067064.6,3,1,4,3,7,2417,55812040,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-default-10MiB-r1.txt
dim1000mb,q3,auto,22821,admits-1:date,1,ok,76.26,,400,1199919067064.6,1,3,8,1,9,438,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-admits-1:date-r1.txt
dim1000mb,q3,auto,363779,admits-2:date+supplier,1,ok,60.15,,400,1199919067064.6,2,2,6,2,8,1284,11057632,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-admits-2:date+supplier-r1.txt
dim1000mb,q3,auto,2512573,admits-3:date+supplier+part,1,ok,58.22,,400,1199919067064.6,2,2,6,2,8,1116,11057632,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-admits-3:date+supplier+part-r1.txt
dim1000mb,q3,auto,667655909,admits-4:date+supplier+part+customer,1,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q3,auto,5341247264,above-all-8x,1,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q3,joinless,-1,pattern,2,ok,88.06,71.74,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-joinless-pattern-r2.txt
dim1000mb,q3,auto,10485760,default-10MiB,2,ok,47.06,,400,1199919067064.6,3,1,4,3,7,2572,55812040,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-default-10MiB-r2.txt
dim1000mb,q3,auto,22821,admits-1:date,2,ok,75.30,,400,1199919067064.6,1,3,8,1,9,720,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-admits-1:date-r2.txt
dim1000mb,q3,auto,363779,admits-2:date+supplier,2,ok,61.47,,400,1199919067064.6,2,2,6,2,8,1056,11057632,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-admits-2:date+supplier-r2.txt
dim1000mb,q3,auto,2512573,admits-3:date+supplier+part,2,ok,60.89,,400,1199919067064.6,2,2,6,2,8,1189,11057632,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-admits-3:date+supplier+part-r2.txt
dim1000mb,q3,auto,667655909,admits-4:date+supplier+part+customer,2,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q3,auto,5341247264,above-all-8x,2,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q3,joinless,-1,pattern,3,ok,88.85,72.57,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-joinless-pattern-r3.txt
dim1000mb,q3,auto,10485760,default-10MiB,3,ok,46.65,,400,1199919067064.6,3,1,4,3,7,2250,55812040,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-default-10MiB-r3.txt
dim1000mb,q3,auto,22821,admits-1:date,3,ok,76.22,,400,1199919067064.6,1,3,8,1,9,816,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-admits-1:date-r3.txt
dim1000mb,q3,auto,363779,admits-2:date+supplier,3,ok,62.31,,400,1199919067064.6,2,2,6,2,8,1332,11057632,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-admits-2:date+supplier-r3.txt
dim1000mb,q3,auto,2512573,admits-3:date+supplier+part,3,ok,61.64,,400,1199919067064.6,2,2,6,2,8,1264,11057632,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-admits-3:date+supplier+part-r3.txt
dim1000mb,q3,auto,667655909,admits-4:date+supplier+part+customer,3,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q3,auto,5341247264,above-all-8x,3,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q3,joinless,-1,pattern,4,ok,90.39,73.85,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-joinless-pattern-r4.txt
dim1000mb,q3,auto,10485760,default-10MiB,4,ok,47.79,,400,1199919067064.6,3,1,4,3,7,2327,55812040,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-default-10MiB-r4.txt
dim1000mb,q3,auto,22821,admits-1:date,4,ok,77.88,,400,1199919067064.6,1,3,8,1,9,431,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-admits-1:date-r4.txt
dim1000mb,q3,auto,363779,admits-2:date+supplier,4,ok,59.78,,400,1199919067064.6,2,2,6,2,8,1312,11057632,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-admits-2:date+supplier-r4.txt
dim1000mb,q3,auto,2512573,admits-3:date+supplier+part,4,ok,62.03,,400,1199919067064.6,2,2,6,2,8,1161,11057632,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-admits-3:date+supplier+part-r4.txt
dim1000mb,q3,auto,667655909,admits-4:date+supplier+part+customer,4,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q3,auto,5341247264,above-all-8x,4,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q3,joinless,-1,pattern,5,ok,86.42,70.02,400,1199919067064.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-joinless-pattern-r5.txt
dim1000mb,q3,auto,10485760,default-10MiB,5,ok,48.18,,400,1199919067064.6,3,1,4,3,7,3935,55812040,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-default-10MiB-r5.txt
dim1000mb,q3,auto,22821,admits-1:date,5,ok,81.74,,400,1199919067064.6,1,3,8,1,9,866,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-admits-1:date-r5.txt
dim1000mb,q3,auto,363779,admits-2:date+supplier,5,ok,61.02,,400,1199919067064.6,2,2,6,2,8,1731,11057632,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-admits-2:date+supplier-r5.txt
dim1000mb,q3,auto,2512573,admits-3:date+supplier+part,5,ok,61.85,,400,1199919067064.6,2,2,6,2,8,1460,11057632,/home/athenas/JPP/JPP/results/plans/dim1000mb/q3-auto-admits-3:date+supplier+part-r5.txt
dim1000mb,q3,auto,667655909,admits-4:date+supplier+part+customer,5,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q3,auto,5341247264,above-all-8x,5,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q4,joinless,-1,pattern,1,ok,80.59,67.29,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-joinless-pattern-r1.txt
dim1000mb,q4,auto,10485760,default-10MiB,1,ok,57.45,,200,3000078095504.6,1,1,4,1,5,303,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-default-10MiB-r1.txt
dim1000mb,q4,auto,22821,admits-1:date,1,ok,54.60,,200,3000078095504.6,1,1,4,1,5,317,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-admits-1:date-r1.txt
dim1000mb,q4,auto,363779,admits-2:date+supplier,1,ok,57.28,,200,3000078095504.6,1,1,4,1,5,446,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-admits-2:date+supplier-r1.txt
dim1000mb,q4,auto,2512573,admits-3:date+supplier+part,1,ok,57.19,,200,3000078095504.6,1,1,4,1,5,342,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-admits-3:date+supplier+part-r1.txt
dim1000mb,q4,auto,667655909,admits-4:date+supplier+part+customer,1,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q4,auto,5341247264,above-all-8x,1,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q4,joinless,-1,pattern,2,ok,83.47,69.93,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-joinless-pattern-r2.txt
dim1000mb,q4,auto,10485760,default-10MiB,2,ok,57.81,,200,3000078095504.6,1,1,4,1,5,353,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-default-10MiB-r2.txt
dim1000mb,q4,auto,22821,admits-1:date,2,ok,56.52,,200,3000078095504.6,1,1,4,1,5,315,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-admits-1:date-r2.txt
dim1000mb,q4,auto,363779,admits-2:date+supplier,2,ok,57.57,,200,3000078095504.6,1,1,4,1,5,341,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-admits-2:date+supplier-r2.txt
dim1000mb,q4,auto,2512573,admits-3:date+supplier+part,2,ok,56.24,,200,3000078095504.6,1,1,4,1,5,327,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-admits-3:date+supplier+part-r2.txt
dim1000mb,q4,auto,667655909,admits-4:date+supplier+part+customer,2,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q4,auto,5341247264,above-all-8x,2,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q4,joinless,-1,pattern,3,ok,83.30,69.95,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-joinless-pattern-r3.txt
dim1000mb,q4,auto,10485760,default-10MiB,3,ok,56.89,,200,3000078095504.6,1,1,4,1,5,306,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-default-10MiB-r3.txt
dim1000mb,q4,auto,22821,admits-1:date,3,ok,57.50,,200,3000078095504.6,1,1,4,1,5,408,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-admits-1:date-r3.txt
dim1000mb,q4,auto,363779,admits-2:date+supplier,3,ok,58.53,,200,3000078095504.6,1,1,4,1,5,338,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-admits-2:date+supplier-r3.txt
dim1000mb,q4,auto,2512573,admits-3:date+supplier+part,3,ok,56.61,,200,3000078095504.6,1,1,4,1,5,292,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-admits-3:date+supplier+part-r3.txt
dim1000mb,q4,auto,667655909,admits-4:date+supplier+part+customer,3,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q4,auto,5341247264,above-all-8x,3,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q4,joinless,-1,pattern,4,ok,78.29,65.41,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-joinless-pattern-r4.txt
dim1000mb,q4,auto,10485760,default-10MiB,4,ok,56.26,,200,3000078095504.6,1,1,4,1,5,342,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-default-10MiB-r4.txt
dim1000mb,q4,auto,22821,admits-1:date,4,ok,55.84,,200,3000078095504.6,1,1,4,1,5,340,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-admits-1:date-r4.txt
dim1000mb,q4,auto,363779,admits-2:date+supplier,4,ok,57.93,,200,3000078095504.6,1,1,4,1,5,331,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-admits-2:date+supplier-r4.txt
dim1000mb,q4,auto,2512573,admits-3:date+supplier+part,4,ok,56.68,,200,3000078095504.6,1,1,4,1,5,330,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-admits-3:date+supplier+part-r4.txt
dim1000mb,q4,auto,667655909,admits-4:date+supplier+part+customer,4,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q4,auto,5341247264,above-all-8x,4,fail:maxResultSize,,,,,,,,,,,,
dim1000mb,q4,joinless,-1,pattern,5,ok,82.59,70.16,200,3000078095504.6,0,0,2,0,2,0,0,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-joinless-pattern-r5.txt
dim1000mb,q4,auto,10485760,default-10MiB,5,ok,58.36,,200,3000078095504.6,1,1,4,1,5,365,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-default-10MiB-r5.txt
dim1000mb,q4,auto,22821,admits-1:date,5,ok,61.79,,200,3000078095504.6,1,1,4,1,5,331,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-admits-1:date-r5.txt
dim1000mb,q4,auto,363779,admits-2:date+supplier,5,ok,57.04,,200,3000078095504.6,1,1,4,1,5,337,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-admits-2:date+supplier-r5.txt
dim1000mb,q4,auto,2512573,admits-3:date+supplier+part,5,ok,56.95,,200,3000078095504.6,1,1,4,1,5,305,1069024,/home/athenas/JPP/JPP/results/plans/dim1000mb/q4-auto-admits-3:date+supplier+part-r5.txt
